Name	Type	Order	Acylcarnitine 10:0_2.21_317.3_85.05	Acylcarnitine 12:0_3.72_345.3_85.05	Acylcarnitine 14:0_6.37_373.3_85.05	Acylcarnitine 16:0_9.62_401.4_85.05	Acylcarnitine 18:0_13.04_429.4_85.05	Acylcarnitine 18:1_10.59_427.4_85.05	Acylcarnitine 18:2_8.57_425.4_85.05	Acylcarnitine 2:0_0.98_204.1_85.05	Acylcarnitine 4:0_0.98_233.2_85.05	Cholic acid; CA_2.47_407.1_407.1	Cholic acid; CDCA_4.02_391.3_391.3	Cholic acid; GCDCA_2.81_448.1_448.1	Cholic acid; TCA_1.94_514.3_514.3	Cholic acid; TCDCA_2.69_498.5_498.5	FFA 12:0_4.53_199_199	FFA 14:0_7.52_227.1_227.1	FFA 14:1(n-5)_5.44_225.2_225.2	FFA 16:0_11.02_255.05_255.05	FFA 17:1(n-7c)_10.25_267.2_267.2	FFA 18:0_14.45_283.05_283.05	FFA 18:1(n-7c or n-9c)_11.86_280.9_280.9	FFA 18:2(n-6)_9.76_278.95_278.95	FFA 18:3(n-3 or n-6)_8.31_276.9_276.9	FFA 18:4(n-3)_6.71_275.2_275.2	FFA 20:0_17.52_311_311	FFA 20:1(n-9c)_15.14_309.3_309.3	FFA 20:2(n-6c)_13.01_307.3_307.3	FFA 20:3(n-6 or n-9)_11.2_305.05_305.05	FFA 20:4(n-6)_9.96_303.1_303.1	FFA 20:5(n-3)_8.27_300.9_300.9	FFA 21:0_18.85_325.3_325.3	FFA 22:1(n-9)_17.94_337_337	FFA 22:4(n-6)_12.75_331.3_331.3	FFA 22:5(n-6)_11.52_329.2_329.2	FFA 22:6(n-3)_9.84_326.95_326.95	FFA 23:0_21.2_353.3_353.3	FFA 24:0_22.31_367.4_367.4	FFA 24:1(n-9)_20.35_365.3_365.3	FFA 25:0_22.97_381.4_381.4	FFA 26:0_24.27_395.4_395.4	FFA 27:0_25.18_409.4_409.4	FFA 28:0_26.19_423.3_423.3	lysoPC 14:0 (sn1)_7.03_468.3_184.1	lysoPC 14:0 (sn2)_6.34_468.3_184.1	lysoPC 15:0 (sn1)_8.65_482.3_184.1	lysoPC 15:0 (sn2)_7.88_482.3_184.1	lysoPC 16:0 (sn1)_10.4_496.3_184.1	lysoPC 16:0 (sn2)_9.58_496.3_184.1	lysoPC 16:0e_12.2_482.3_184.1	lysoPC 16:0p_11.86_480.3_184.1	lysoPC 16:1 (sn1)_8_494.3_184.1	lysoPC 16:1 (sn2)_7.29_494.3_184.1	lysoPC 17:0 (sn1)_12.1_510.4_184.1	lysoPC 17:0 (sn2)_11.29_510.4_184.1	lysoPC 17:1 (sn1)_9.62_508.3_184.1	lysoPC 17:1 (sn1)_9.62_508.3_184.1	lysoPC 17:1 (sn2)_8.85_508.3_184.1	lysoPC 17:1 (sn2)_8.89_508.3_184.1	lysoPC 18:0 (sn1)_13.72_524.4_184.1	lysoPC 18:0 (sn2)_12.93_524.4_184.1	lysoPC 18:1 (sn1)_11.27_522.4_184.1	lysoPC 18:1 (sn2)_10.51_522.4_184.1	lysoPC 18:2 (sn1)_9.27_520.3_184.1	lysoPC 18:2 (sn2)_8.53_520.3_184.1	lysoPC 18:3 (sn1)_7.66_518.3_184.1	lysoPC 18:3 (sn2)_6.95_518.3_184.1	lysoPC 19:0 (sn1)_15.27_538.4_184.1	lysoPC 19:0 (sn2)_14.51_538.4_184.1	lysoPC 20:0 (sn1)_16.67_552.4_184.1	lysoPC 20:0 (sn2)_15.98_552.4_184.1	lysoPC 20:1 (sn1)_14.36_550.4_184.1	lysoPC 20:1 (sn2)_13.58_550.4_184.1	lysoPC 20:2 (sn1)_12.38_548.4_184.1	lysoPC 20:2 (sn2)_11.6_548.4_184.1	lysoPC 20:3 (sn1)_10.57_546.4_184.1	lysoPC 20:3 (sn2)_9.86_546.4_184.1	lysoPC 20:4 (sn1)_9.29_544.3_184.1	lysoPC 20:4 (sn2)_8.63_544.3_184.1	lysoPC 20:5 (sn1)_7.7_542.3_184.1	lysoPC 20:5 (sn2)_7.09_542.3_184.1	lysoPC 22:0 (sn1)_19.17_580.4_184.1	lysoPC 22:0 (sn2)_18.53_580.4_184.1	lysoPC 22:4 (sn1)_11.92_572.4_184.1	lysoPC 22:4 (sn2)_11.23_572.4_184.1	lysoPC 22:6 (sn1)_9.33_568.3_184.1	lysoPC 22:6 (sn2)_8.69_568.3_184.1	lysoPE 16:0 (sn1)_10.52_454.3_313.3	lysoPE 16:0 (sn2)_9.71_454.3_313.3	lysoPE 18:0 (sn1)_13.83_482.3_341.3	lysoPE 18:0 (sn2)_13.06_482.3_341.3	lysoPE 18:1 (sn1)_11.35_480.3_339.3	lysoPE 18:1 (sn2)_10.66_480.3_339.3	lysoPE 18:2 (sn1)_9.37_478.3_337.3	lysoPE 18:2 (sn2)_8.62_478.3_337.3	lysoPE 20:4 (sn1)_9.35_502.3_361.3	lysoPE 20:4 (sn2)_8.7_502.3_361.3	lysoPE 22:6 (sn1)_8.88_526.3_385.3	PC 24:0; PC(12:0/12:0) (IS)_17.7_622.4_184.1	PC 30:0; PC(14:0/16:0)_23.39_706.5_184.1	PC 30:1; PC(14:0/16:1)_22.16_704.5_184.1	PC 31:0; PC(15:0/16:0)_24.16_720.5_184.1	PC 31:0; PC(16:0e/16:0)_26.02_720.5_184.1	PC 31:1; PC(15:0/16:1)_22.97_718.5_184.1	PC 31:1p; PC(16:0p/16:0)_25.72_718.5_184.1	PC 32:0; PC(16:0/16:0)_24.97_734.6_184.1	PC 32:1; PC(14:0/18:1 or 16:0/16:1)_23.74_732.5_184.1	PC 32:2; PC(14:0/18:2 or 16:1/16:1)_22.69_730.5_184.1	PC 33:0; PC(17:0/16:0 or 18:0/15:0)_25.74_748.6_184.1	PC 33:0e; PC(18:0e/16:0)_27.88_748.6_184.1	PC 33:1; PC(15:0/18:1 or 16:0/17:1)_24.5_746.6_184.1	PC 33:1e; PC(18:0e/16:1 or 18:1e/16:0)_26.32_746.6_184.1	PC 33:2; PC(15:0/18:2)_23.47_744.6_184.1	PC 33:2e; PC(16:0e/18:2)_24.97_744.6_184.1	PC 33:2e; PC(16:1e/18:1)_25.23_744.6_184.1	PC 34:0; PC(16:0/18:0)_26.67_762.6_184.1	PC 34:1; PC(16:0/18:1)_25.27_760.6_184.1	PC 34:2; PC(16:0/18:2 or 16:1/18:1)_24.22_758.6_184.1	PC 34:3; PC(14:0/20:3)_23.05_756.6_184.1	PC 34:3; PC(16:0/18:3 or 16:1/18:2)_23.41_756.6_184.1	PC 34:4; PC(14:0/20:4 or 16:1/18:3)_22.62_754.5_184.1	PC 34:5; PC(14:0/20:5)_21.74_752.5_184.1	PC 35:1; PC(16:0/19:1 or 17:0/18:1 or 17:1/18:0)_26.06_774.6_184.1	PC 35:2; PC(17:0/18:2 or 17:1/18:1)_25.03_772.6_184.1	PC 35:2e; PC(16:0e/20:2)_27.01_772.6_184.1	PC 35:2e; PC(18:0p/18:1 or 18:1e/18:1)_26.67_772.6_184.1	PC 35:3; PC(17:1/18:2)_23.82_770.6_184.1	PC 35:3e; PC(18:1e/18:2)_25.55_770.6_184.1	PC 35:3e; PC(18:2e/18:1) _25.8_770.6_184.1	PC 35:4; PC(15:0/20:4)_23.37_768.6_184.1	PC 35:4; PC(16:1e/20:3)_25.11_768.6_184.1	PC 35:5; PC(15:0/20:5)_22.54_766.5_184.1	PC 35:5e; PC(16:0e/20:5)_24.3_766.5_184.1	PC 35:5p; PC(16:0p/20:4)_24.83_766.5_184.1	PC 36:0; PC(18:0/18:0)_28.66_790.6_184.1	PC 36:0p; PC(16:0p/22:6)_29.41_790.6_184.1	PC 36:1; PC(18:0/18:1)_27.07_788.6_184.1	PC 36:2; PC(18:0/18:2 or 18:1/18:1)_25.82_786.6_184.1	PC 36:3; PC(16:0/20:3 or 18:0/18:3 or 18:1/18:2)_24.56_784.6_184.1	PC 36:3; PC(16:0/20:3 or 18:0/18:3 or 18:1/18:2)_24.75_784.6_184.1	PC 36:4; PC(16:0/20:4 or 16:1/20:3)_24.14_782.6_184.1	PC 36:4; PC(18:1/18:3 or 18:2/18:2)_23.55_782.6_184.1	PC 36:5; PC(14:0/22:5 or 16:0/20:5 or 16:1/20:4)_23.29_780.6_184.1	PC 36:5; PC(18:2/18:3)_22.93_780.6_184.1	PC 36:6; PC(14:0/22:6)_22.48_778.5_184.1	PC 36:6; PC(16:1/20:5)_22.2_778.5_184.1	PC 37:1; PC(18:0/19:1 or 19:0/18:1)_27.96_802.6_184.1	PC 37:2; PC(18:1/19:1 or 18:2/19:0)_26.7_800.6_184.1	PC 37:3; PC(17:0/20:3 or 19:1/18:2)_25.59_798.6_184.1	PC 37:4; PC(17:0/20:4)_24.91_796.6_184.1	PC 37:4e; PC(18:0e/20:4)_26.85_796.6_184.1	PC 37:4e; PC(18:1e/20:3)_26.4_796.6_184.1	PC 37:5; PC(17:0/20:5 or 17:1/20:4)_24.1_794.6_184.1	PC 37:5e; PC(16:0e/22:5 or 18:0e/20:5) _25.41_794.6_184.1	PC 37:5p; PC(18:0p/20:4)_26.08_794.6_184.1	PC 37:6; PC(15:0/22:6)_23.29_792.6_184.1	PC 37:6e; PC(16:0e/22:6)_25.13_792.6_184.1	PC 37:6e; PC(18:1e/20:5)_24.38_792.6_184.1	PC 38:1; PC(18:1/20:0)_29.01_816.6_184.1	PC 38:2; PC(16:0/22:2)_27.37_814.6_184.1	PC 38:2; PC(18:0/20:2)_27.49_814.6_184.1	PC 38:3; PC(18:0/20:3 or 18:1/20:2)_26.44_812.6_184.1	PC 38:4; PC(18:0/20:4)_25.73_810.6_184.1	PC 38:4; PC(18:1/20:3)_25.37_810.6_184.1	PC 38:5; PC(18:0/20:5)_24.86_808.6_184.1	PC 38:5; PC(18:1/20:4)_24.46_808.6_184.1	PC 38:6; PC(16:0/22:6 or 18:2/20:4)_24.02_806.6_184.1	PC 38:7; PC(16:1/22:6 or 18:2/20:5)_22.62_804.6_184.1	PC 39:3; PC(19:0/20:3)_27.33_826.6_184.1	PC 39:6; PC(17:0/22:6)_24.76_820.6_184.1	PC 39:6e; PC(18:1e/22:5)_25.71_820.6_184.1	PC 39:6p; PC(18:0p/22:5)_26.6_820.6_184.1	PC 39:7; PC(17:1/22:6)_24.18_818.6_184.1	PC 39:7e; PC(18:1e/22:6)_25.21_818.6_184.1	PC 40:1; PC(18:1/22:0)_31.51_844.7_184.1	PC 40:4; PC(18:0/22:4 or 20:1/20:3)_27.57_838.6_184.1	PC 40:5; PC(18:0/22:5)_26.54_836.6_184.1	PC 40:6; PC(18:0/22:6)_25.59_834.6_184.1	PC 40:6; PC(18:1/22:5 or 20:2/20:4)_25.13_834.6_184.1	PC 40:7; PC(18:1/22:6)_24.28_832.6_184.1	PC 40:7; PC(20:3/20:4)_23.91_832.6_184.1	PC 40:8; PC(20:4/20:4)_23.27_830.6_184.1	PC 41:6; PC(19:0/22:6)_26.42_848.6_184.1	PE 32:1; PE(14:0/18:1 or 16:0/16:1)_23.73_690.5_549.5	PE 33:1e ; PE(16:0e/18:1)_26.32_704.6_563.6	PE 33:2p; PE(16:0p/18:1)_25.23_702.5_561.5	PE 34:0; PE(16:0/18:0)_26.56_720.6_579.6	PE 34:1; PE(16:0/18:1)_25.21_718.5_577.5	PE 34:2; PE(16:0/18:2 or 16:1/18:1)_24.26_716.5_575.5	PE 35:1e; PE(18:0e/18:1)_28.22_732.6_591.6	PE 35:2; PE(17:0/18:2)_25.04_730.5_589.5	PE 35:2e ; PE(18:0e/18:2)_27.04_730.5_589.5	PE 35:3p; PE(18:0p/18:2 or 18:0e/18:3 or 18:1p/18:1)_26.66_728.5_587.5	PE 35:4p; PE(16:0p/20:3 or 16:0e/20:4)_25.14_726.5_585.5	PE 35:5p; PE(16:0p/20:4)_24.8_724.5_583.5	PE 36:1; PE(16:0/20:1 or 18:0/18:1)_27_746.6_605.6	PE 36:2; PE(18:0/18:2 or 18:1/18:1)_25.79_744.6_603.6	PE 36:3; PE(18:1/18:2)_24.46_742.5_601.5	PE 36:4; PE(16:0/20:4)_24.15_740.5_599.5	PE 36:4; PE(18:2/18:2)_23.55_740.5_599.5	PE 37:2e; PE(20:0e/18:1)_29.04_758.6_617.6	PE 37:4e ; PE(18:0e/20:4 or 20:0e/18:4 or 20:1e/18:3)_26.88_754.5_613.5	PE 37:5p; PE(16:0p/22:4 or 18:1p/20:3)_25.45_752.5_611.5	PE 37:5p; PE(18:0p/20:4)_26.48_752.5_611.5	PE 37:6p; PE(18:0p/20:5 or 18:1p/20:4 or 16:0e/22:6)_24.92_750.5_609.5	PE 37:7p; PE(16:0p/22:6)_24.64_748.6_607.6	PE 38:3; PE(18:0/20:3)_26.39_770.6_629.6	PE 38:4; PE(16:0/22:4)_25.06_768.6_627.6	PE 38:4; PE(18:0/20:4)_25.69_768.6_627.6	PE 38:4; PE(18:1/20:3 or 18:2/20:2)_25.32_768.6_627.6	PE 38:5; PE(18:0/20:5)_24.86_766.5_625.5	PE 38:5; PE(18:1/20:4)_24.47_766.5_625.5	PE 38:6; PE(16:0/22:6 or 16:1/22:5 or 20:2/18:4)_23.97_764.5_623.5	PE 38:6; PE(18:1/20:5 or 18:2/20:4)_23.44_764.5_623.5	PE 39:4e; PE(18:0e/22:4 or 20:0e/20:4)_28.86_782.6_641.6	PE 39:7p; PE(18:0p/22:6 or 18:1p/22:5)_26.23_776.5_635.5	PE 40:4; PE(18:0/22:4 or 20:0/20:4)_27.02_796.6_655.6	PE 40:5; PE(18:0/22:5)_26.03_794.6_653.6	PE 40:6; PE(18:0/22:6)_25.54_792.6_651.6	PE 40:7; PE(18:1/22:6)_24.35_790.5_649.5
01_Serum mix	TRUE	1	3399	1835	5111	14119	4948	9822	2974	25013	2206	2840	924	2102	6828	835	1942	23538	2830	475790	25076	302243	482709	282192	8442	1484	10052	123385	59247	158246	1646582	2986	3889	5393	164603	218396	150696	8375	56844	12081	12271	22869	3113	13530	62547	25148	60628	21700	6950253	2654779	14454	4272	66488	26128	105656	43918	8648	11536	3748	4263	4083664	1618243	793596	342489	1105061	480387	9424	3694	50793	16024	20999	6905	38440	17211	19977	6672	51571	26278	325150	146526	8127	4781	6336	2513	9598	6187	65511	34572	14249	6670	32704	13249	6224	2597	6953	2629	3522	2787	825	233920	225140	16730	26459	212582	7407	107784	1534570	861947	260358	22787	30275	208629	487907	203768	42805	319121	508576	1.34E+07	1.86E+07	345121	280877	60429	3375	236467	528183	93262	53873	43489	125365	50832	48735	693422	1814	13963	464364	50886	8678	2658787	1.25E+07	3091361	3222863	5791461	970370	381875	76026	8286	2958	37036	200773	54024	140933	266349	103647	7323	431272	36771	8681	90820	11467	37206	80274	151591	1802999	5186565	386332	842517	1177792	1378431	11416	11612	25091	22637	36127	42131	293621	2808	15125	562887	903638	69312	79240	19797	51452	9455	1047	1475	3247	836	9229	7816	3307	999	5090	4287	7665	4111	9192	35854	17158	6141	3517	3622	14028	7019	8161	10171	1804	3754	736	53721	1734	4787	12393	7050	1408	7115	3631	2158	2006	8896	846
02_Serum Human_01	FALSE	2	6924	4141	1098	9243	3181	6109	3719	37371	293	0	1466	3676	337	272	1200	14020	2337	126973	7007	116626	176378	90314	8473	1000	7995	18319	13968	17983	216434	1395	4436	1581	16678	4106	8213	7366	47923	5605	12359	18626	2861	9709	120803	41330	53147	18515	7852500	2742446	9722	7147	86444	32867	79298	27762	12258	9504	3784	4270	2569903	850178	896759	325512	1332706	524160	15991	7511	7530	2007	8055	2484	13710	6027	15978	4993	61247	28437	311612	130498	17415	8479	1826	507	5943	3885	38083	14923	11380	5038	23326	9847	12070	3529	15313	7264	8126	3787	992	222820	494266	38331	28777	329498	16831	207056	1928036	1806637	579807	20346	45813	301853	577428	362640	94687	525192	460112	1.67E+07	2.00E+07	649007	730749	152353	7174	302221	768226	154292	94691	80456	246734	119611	100167	1307274	7091	26714	907418	35171	19967	3221749	1.70E+07	5118102	5928719	9949247	2172875	1025614	157128	25407	6448	26136	97291	81359	211313	560178	147767	10598	807532	81491	15567	206411	22060	36997	96890	248368	2738659	6482386	557035	763990	2196037	2004467	33040	5297	23213	40907	43082	38921	357435	2280	21729	173521	833619	52840	72530	25344	55008	1829	1829	3045	1947	1731	17334	17687	899	3422	2391	5862	12796	6157	23181	75411	43471	13566	8404	668	11142	16381	15002	9051	2203	11570	2523	105394	4112	9125	32030	18617	5999	573	3045	2551	8192	18163	1837
02_Serum Human_02	FALSE	3	10025	3140	1014	8528	2746	6707	3348	39360	497	841	669	3483	293	84	1725	10280	2304	138418	7482	109109	188752	106159	8393	1779	5801	16652	14200	20165	219949	1493	4400	1468	16752	5885	7152	6819	39843	6788	9690	11959	2736	10122	116525	40794	53965	20087	7835468	2805353	8086	6419	89042	32124	79831	31361	10732	10805	5317	5812	2536925	841099	896472	351305	1295452	545684	16253	6824	6459	1556	8027	2576	12883	7136	14663	6793	68706	28068	311480	138990	17239	8871	1208	715	5809	3787	33650	19053	11388	6092	25503	7428	8343	4609	13077	5657	6863	3205	1951	231589	506099	40966	30975	344775	13811	204959	1950543	1758034	606929	22141	48724	307464	589517	379412	97326	547207	469315	1.66E+07	2.00E+07	635336	722913	164345	8930	307665	781059	161326	91163	79369	255563	122616	105245	1335147	5857	28072	890401	36150	22781	3329216	1.69E+07	5020317	6165271	1.03E+07	2131998	999535	164128	24140	5461	28484	90895	84695	213771	571329	141001	16269	802607	80282	18171	200739	21422	37205	62821	247360	2768330	6520158	578891	775095	2218276	2032982	35226	6737	23200	39013	41944	34428	342440	1593	20325	168914	841066	52268	68483	25596	62121	1906	1167	1759	1306	2462	17225	21090	1970	2302	3173	7078	13072	4195	22702	69913	36743	13844	9464	243	12648	16732	13129	8592	3371	8898	1649	103750	2810	9506	28205	18497	6708	204	5054	2856	6946	17266	2148
02_Serum Human_03	FALSE	4	8468	2073	1048	9474	2599	6301	4543	45926	337	481	844	2018	574	135	1835	11631	1626	123452	8357	97433	172362	88901	7201	903	7442	14988	12930	18746	203251	1193	5608	2347	16786	5985	7064	8735	55500	5867	12654	17715	2351	13160	102021	34235	49293	20152	6672916	2425601	9547	6350	76787	27829	65015	26634	10127	10319	5229	2724	2209541	755751	762128	314916	1154298	465224	14314	5309	5987	1252	6340	2317	12360	4826	13031	4828	57808	28878	278409	116301	17011	7401	1441	280	5934	2728	30476	16736	10033	5281	19557	7524	7709	4403	11960	5529	7908	3338	1692	230882	448824	31441	27030	312267	12976	184587	1793790	1550102	515966	20721	45858	271422	490716	345845	88029	486993	418990	1.53E+07	2.00E+07	595143	670634	138235	5307	277201	698548	146320	87309	76407	225845	110287	94528	1200140	3878	22751	841938	33577	19862	3000413	1.58E+07	4631930	5402209	9489360	2029332	927492	146461	23598	6039	18795	76588	80393	194767	522745	135211	12675	715079	77138	17920	180091	19881	39325	63648	231733	2531834	5868607	523446	706084	2036401	1794075	28699	6752	21154	39541	37796	38235	332406	1831	18301	148626	780301	43564	64170	26439	50036	2180	1299	2954	1706	1676	15041	20135	764	2879	1866	4752	12695	6570	17500	65339	39424	13254	10733	173	10432	16328	13320	8282	2296	12976	1741	90341	4611	9292	28026	16611	5035	524	3043	4041	7908	16927	1991
02_Serum Human_04	FALSE	5	9104	3053	1064	10486	3129	6766	4290	62995	400	533	1110	4467	84	346	2171	21238	2207	141878	9399	114272	210654	99274	8248	901	8971	19151	16081	19005	219889	2177	5531	1760	18493	5832	9189	8488	66031	8615	14313	17625	2696	13361	109891	41586	51581	17264	7712717	2813652	11159	6106	87197	33450	73192	30065	10338	11832	4898	5754	2517067	910985	901645	357718	1305320	558144	17803	8490	6793	1346	6547	2112	14893	4395	15259	5432	66686	31210	311533	142778	16287	6027	2306	302	7775	4752	32344	16455	10520	5977	22799	11597	10278	3586	12857	10056	6450	6054	2721	254989	527707	39815	29736	355379	14609	196037	1961732	1795498	601778	21945	56037	304366	568549	400236	100414	538429	464176	1.65E+07	2.00E+07	660893	765875	160191	7975	304892	766235	163477	92348	74075	255119	123102	102198	1355415	5097	21561	903736	37963	25786	3277469	1.73E+07	5075048	5931653	1.02E+07	2277784	1055212	152313	24927	6967	25748	91750	85451	204864	558474	141785	11908	787977	78409	15941	201325	24421	43192	58556	252646	2761916	6404525	560831	751484	2198459	2072419	32651	6420	23254	38606	42859	38934	310385	2708	22288	161550	842669	52094	72281	31025	62454	1664	2062	3519	2334	1557	12578	21572	2026	3320	1933	8726	10852	6800	20319	63560	38912	16955	9732	0	15281	11767	12265	8646	2318	11041	2000	107158	4142	10136	29230	18101	5516	944	2881	3068	6873	19761	2687
02_Serum Human_05	FALSE	6	6159	3037	1240	9317	3684	7065	3226	72066	386	824	650	2807	327	499	1328	11247	2502	120022	7995	105005	188479	113998	7843	676	6894	18007	15002	18924	218091	2613	5514	1160	18636	5243	9188	8018	52715	6023	12719	14530	2771	10801	110419	41155	53262	21998	7803954	2993646	12773	6644	93695	32804	75985	31966	13987	13004	4045	3740	2466221	953728	901900	372294	1305098	581221	14592	7166	5757	2590	8179	2609	17574	3774	13494	7481	72322	31366	312456	155636	17255	9442	2071	357	7979	3800	30480	17010	10967	6866	21654	12182	8771	6543	10963	8153	6250	5814	2502	239472	512207	36663	26370	332312	15521	211255	1968688	1770596	579321	24521	50437	290494	588514	388183	107440	549276	479513	1.64E+07	2.00E+07	660447	736792	156830	5236	308269	789841	157463	97133	83386	262105	112512	103164	1292948	5332	22790	901546	36777	20744	3333533	1.71E+07	5044414	5939322	9561859	2224350	1020885	166124	27435	6228	23512	94495	82690	208325	589779	152288	11796	803686	83101	20951	209641	23144	40194	82411	259072	2773803	6406451	551752	760852	2217617	2020750	35342	7363	22553	41801	51646	39411	330030	2799	25980	166855	826298	47634	67856	29586	62588	2628	2582	3078	2062	1323	15750	15598	1378	3449	2471	6712	14410	6302	23515	67120	37517	14258	7646	394	12786	13890	15113	9567	2563	10073	2363	93657	3193	10114	30158	18228	6222	293	4334	3761	9962	19275	1998
03_Serum mix	TRUE	7	2884	1688	2452	16144	6100	10429	2568	34260	1533	2941	1733	1942	5649	1551	1432	24014	2148	450898	27207	306968	496472	316518	12039	1121	8523	123456	66577	166887	1650469	2677	4867	7387	167218	227181	156831	10696	70364	12404	12070	19972	3015	13384	67660	31374	53093	25273	6774200	3304397	13662	5992	64440	33996	99684	61098	9967	8197	4632	5945	3893055	2221349	766775	455219	1062821	601030	9437	4689	47555	22984	25253	12540	37805	23212	20427	9184	55490	38047	310746	201553	8674	4405	6012	3076	8677	6298	61603	38200	13370	9774	28224	16381	6294	3574	7259	3600	3517	3923	293	245679	223517	15922	26101	223734	8331	100588	1441348	853299	233768	23506	29830	218782	416445	206735	42661	278569	443266	1.21E+07	1.84E+07	353287	285958	61725	1625	235552	509787	93134	56340	40532	117796	46246	57706	687073	2324	14138	413215	48997	10193	2611078	1.14E+07	3083453	2980864	5483832	971594	380352	74780	8396	3312	38878	194717	52037	129313	250898	98012	7753	400897	38021	10907	91224	12876	39513	71438	181093	1677546	4655643	364520	788082	1168165	1242423	12121	11732	20397	20686	34410	40152	216641	2080	17968	496497	828491	67596	78009	17191	49365	8853	684	1982	2487	568	7605	7827	4095	2215	6400	1560	8580	3720	9678	30453	19171	6310	2938	3627	12929	10439	6721	8464	3207	6828	1088	46820	1333	4560	14545	7583	1786	5491	3219	2158	2697	8682	1671
04_Serum Human_06	FALSE	8	7054	3165	1610	9015	3761	8201	5835	106827	604	237	1133	3478	306	533	1473	11952	2031	149843	6989	124258	189707	110565	9602	857	6425	21750	14461	19582	226346	1289	5887	1251	19485	5645	11300	8981	58677	7124	13415	17588	2822	9425	119470	44182	49783	22798	7751102	3148097	9575	8352	82975	35827	78060	33956	15172	12651	4217	6372	2530863	1039979	888327	411200	1312627	624032	16566	7961	8029	2421	9357	1968	14268	6569	15756	6602	67142	38779	311965	159621	16834	7888	1386	280	5476	4551	30933	19918	15784	6643	23742	9644	10732	4458	10874	7997	7383	6570	2503	228373	520140	39977	28891	338173	14705	200409	1926322	1764571	594410	26844	51668	303445	593378	401802	91019	549584	468457	1.64E+07	2.00E+07	634565	743856	157858	7179	301654	785350	168124	95880	88946	262580	114144	109026	1348065	5700	26307	892700	33749	25397	3253853	1.70E+07	5219014	5951611	9778253	2286179	1058362	161326	23097	8324	29274	93549	82712	211146	605526	146671	10470	798780	80703	18813	198709	22732	45641	64274	273328	2786254	6349906	570335	754418	2287554	1980248	35461	6497	19923	45035	46874	36974	327827	2743	25447	164491	847398	51608	76229	28018	62304	1595	1964	3110	2066	2374	14374	19540	1928	1882	1887	7521	15272	7168	21072	63422	37953	14229	10928	173	13631	15174	13109	8802	2182	10407	1830	94449	2489	11114	32318	17195	6071	1186	5525	3978	7351	17990	2262
04_Serum Human_07	FALSE	9	8695	2938	1161	9154	2647	5159	3957	125700	204	585	1102	3568	293	337	1137	11636	1934	151175	6939	115614	194239	113571	8728	1189	6296	19556	16420	19719	228375	1688	4636	1557	18180	5076	10512	9117	55692	7301	11019	14530	3495	10433	115741	49374	51156	24304	7642855	3116472	10687	7611	86384	36802	74237	37209	12369	11821	5945	6070	2504017	1044680	868526	418807	1299288	651515	17887	7659	6504	2296	7721	3506	14644	4599	14472	7690	68139	41347	312432	177992	16264	9962	1477	970	6463	5005	33473	16590	10033	4990	22829	12274	10265	5801	14227	8201	7575	5681	1979	238604	485242	36375	30321	351735	12265	206414	1955750	1798435	597767	23004	49680	304330	572965	405700	93162	537386	456862	1.63E+07	2.00E+07	665655	732530	155153	7103	318988	789000	167552	89005	78799	256298	107669	103764	1332343	4440	24317	919605	33736	22464	3194060	1.67E+07	5057732	5981768	9927636	2282155	1021748	167758	25601	7112	25122	97508	84249	197743	598149	143003	12621	802747	78957	18493	197360	21944	43435	72617	266313	2772854	6346934	565039	771638	2250112	1969245	31329	7379	23688	34548	52006	40783	330950	1798	20670	166722	844463	51034	72099	29317	67639	1963	1629	2866	2382	1619	14814	17945	1373	1920	2257	5574	11407	5370	21781	67254	46366	14999	9669	204	12488	15394	13010	6618	2251	9681	2403	93882	3113	10117	32629	17103	4481	586	6161	3832	9267	17087	2786
04_Serum Human_08	FALSE	10	5931	2431	1261	8026	2501	5467	3845	107253	281	395	1245	4086	368	337	995	14850	2724	136587	6469	116946	207308	105187	8437	975	8058	19176	12232	17656	196462	1929	4221	1520	16244	5759	7447	9149	68421	7405	14239	18638	3202	12122	102510	39878	45888	17257	6910776	2789496	8833	5524	74758	36607	62173	28187	10746	10794	4311	4922	2246639	889309	782889	363401	1150152	534476	15881	6726	5339	2563	7543	2666	13135	5152	14649	7459	58568	33748	273910	139484	20668	7046	1195	539	8282	4600	28637	16378	10417	5960	17854	11380	9404	4641	10625	7846	6774	5814	1863	247163	452961	32362	27381	308201	14474	190936	1766201	1551149	527305	21149	40607	269948	504868	344400	84495	481643	400128	1.49E+07	1.99E+07	586856	667638	138964	5881	280927	669917	143016	85083	72627	228538	94682	98760	1224775	4889	24612	830936	34321	17455	2903365	1.51E+07	4634819	5293839	9047118	2090214	904259	141591	20953	6704	22116	79735	72701	190321	502071	132497	10211	752991	68920	15939	182003	19226	35805	54764	235063	2429041	5722420	512375	701048	2018362	1785134	31289	6319	18461	36127	35810	41077	313499	1888	23362	151826	750876	42688	60873	27094	55591	2426	1515	2396	1579	1748	13324	14943	1045	2706	2360	4561	14267	5761	20143	57459	39980	13445	7683	0	11721	12342	10383	8375	2712	11763	1848	91770	3228	9597	26233	15103	4783	888	4090	3038	6672	15555	2940
